title,platform,score,genre,release_year,release_month,Game_genre_rate,Prop_of_genre_on_platf,Mean_score_per_genre
Atlas Fallen,PlayStation 5,7.0,Action,2023,8,1.017,0.396,7.118
Stray Gods,Xbox One,7.0,Adventure,2023,8,0.996,0.137,7.326
Stray Gods,PC,7.0,Adventure,2023,8,0.996,0.119,7.203
Stray Gods,PlayStation 4,7.0,Adventure,2023,8,0.996,0.142,7.386
Stray Gods,PlayStation 5,7.0,Adventure,2023,8,0.996,0.132,8.121
The Expanse,Xbox Series X|S,7.0,Adventure,2023,7,0.996,0.126,7.025
The Expanse,Xbox One,7.0,Adventure,2023,7,0.996,0.137,7.326
The Expanse,PC,7.0,Adventure,2023,7,0.996,0.119,7.203
The Expanse,PlayStation 4,7.0,Adventure,2023,7,0.996,0.142,7.386
F1 Manager 23,Xbox One,8.0,Racing,2023,7,1.173,0.068,7.754
F1 Manager 23,PlayStation 4,8.0,Racing,2023,7,1.173,0.052,7.489
F1 Manager 23,Xbox Series X|S,8.0,Racing,2023,7,1.173,0.047,7.667
F1 Manager 23,PC,8.0,Racing,2023,7,1.173,0.06,7.141
Double Dragon Gaiden: Rise of the Dragons,PlayStation 4,7.0,Action,2023,7,1.017,0.355,7.387
Double Dragon Gaiden: Rise of the Dragons,PC,7.0,Action,2023,7,1.017,0.243,7.019
Double Dragon Gaiden: Rise of the Dragons,Xbox One,7.0,Action,2023,7,1.017,0.349,7.329
Exoprimal,Xbox One,8.0,Action,2023,7,1.162,0.349,7.329
Exoprimal,PlayStation 4,8.0,Action,2023,7,1.162,0.355,7.387
Exoprimal,PC,8.0,Action,2023,7,1.162,0.243,7.019
Remnant II,PC,9.0,PC,2023,7,1.225,0.009,7.247
Unholy,PC,4.0,Action,2024,12,0.581,0.243,7.019
Unholy,Xbox Series X|S,4.0,Action,2024,12,0.581,0.402,6.639
Viewfinder,PC,8.0,Puzzle,2023,12,1.124,0.028,7.075
Viewfinder,PlayStation 4,8.0,Puzzle,2023,12,1.124,0.017,7.788
Testament: The Order of High-Human,PC,2.0,Action,2023,7,0.29,0.243,7.019
Jagged Alliance 3,PlayStation 4,9.0,PC,2023,11,1.225,0.045,7.404
Jagged Alliance 3,Xbox One,9.0,PC,2023,11,1.225,0.064,7.246
Oxenfree II: Lost Signals,PC,7.0,Adventure,2023,7,0.996,0.119,7.203
Oxenfree II: Lost Signals,PlayStation 4,7.0,Adventure,2023,7,0.996,0.142,7.386
Crash Team Rumble,Xbox One,7.0,Action,2023,6,1.017,0.349,7.329
Crash Team Rumble,Xbox Series X|S,7.0,Action,2023,6,1.017,0.402,6.639
Crash Team Rumble,PlayStation 4,7.0,Action,2023,6,1.017,0.355,7.387
The Legend of Heroes: Trails into Reverie,PlayStation 4,8.0,RPG,2023,7,1.059,0.096,7.513
The Legend of Heroes: Trails into Reverie,PlayStation 5,8.0,RPG,2023,7,1.059,0.076,7.473
The Legend of Heroes: Trails into Reverie,PC,8.0,RPG,2023,7,1.059,0.092,7.66
AEW: Fight Forever,Xbox Series X|S,6.0,Wrestling,2023,6,0.858,0.008,6.0
AEW: Fight Forever,PlayStation 4,6.0,Wrestling,2023,6,0.858,0.008,7.1
AEW: Fight Forever,Xbox One,6.0,Wrestling,2023,6,0.858,0.009,7.1
AEW: Fight Forever,PC,6.0,Wrestling,2023,6,0.858,0.002,6.543
Trepang2,PlayStation 5,8.0,PC,2023,10,1.089,0.028,6.75
Dave the Diver,PC,9.0,Adventure,2024,4,1.28,0.119,7.203
Dave the Diver,PlayStation 4,9.0,Adventure,2024,4,1.28,0.142,7.386
Story of Seasons: A Wonderful Life,Nintendo Switch,6.0,RPG,2023,6,0.794,0.153,7.111
Story of Seasons: A Wonderful Life,PC,6.0,RPG,2023,6,0.794,0.092,7.66
Aliens: Dark Descent,PC,7.0,PlayStation 4,2023,6,1.033,0.006,6.792
Aliens: Dark Descent,PlayStation 4,7.0,PlayStation 4,2023,6,1.033,0.027,6.893
Layers of Fear [2023],PC,6.0,Adventure,2023,6,0.853,0.119,7.203
Layers of Fear [2023],Macintosh,6.0,Adventure,2023,6,0.853,0.19,8.077
F1 2023,PC,8.0,Racing,2023,6,1.173,0.06,7.141
F1 2023,Xbox One,8.0,Racing,2023,6,1.173,0.068,7.754
F1 2023,PlayStation 4,8.0,Racing,2023,6,1.173,0.052,7.489
Harmony: The Fall of Reverie,PC,8.0,Adventure,2023,6,1.138,0.119,7.203
Harmony: The Fall of Reverie,Xbox Series X|S,8.0,Adventure,2023,6,1.138,0.126,7.025
Greyhill Incident,PC,3.0,Action,2023,6,0.436,0.243,7.019
Amnesia: The Bunker,PC,8.0,Action,2023,6,1.162,0.243,7.019
Amnesia: The Bunker,Xbox One,8.0,Action,2023,6,1.162,0.349,7.329
Amnesia: The Bunker,PlayStation 4,8.0,Action,2023,6,1.162,0.355,7.387
System Shock,PC,9.0,Adventure,2024,5,1.28,0.119,7.203
System Shock,Xbox One,9.0,Adventure,2024,5,1.28,0.137,7.326
System Shock,PlayStation 4,9.0,Adventure,2024,5,1.28,0.142,7.386
Diablo 4,PC,9.0,Action,2023,6,1.307,0.243,7.019
Diablo 4,PlayStation 4,9.0,Action,2023,6,1.307,0.355,7.387
Diablo 4,Xbox One,9.0,Action,2023,6,1.307,0.349,7.329
Street Fighter 6,PC,9.0,Fighting,2023,6,1.275,0.009,7.345
Street Fighter 6,PlayStation 4,9.0,Fighting,2023,6,1.275,0.028,7.71
Street Fighter 6,Xbox Series X|S,9.0,Fighting,2023,6,1.275,0.008,9.0
The Lord of the Rings: Gollum,Xbox Series X|S,4.0,Action,2023,5,0.581,0.402,6.639
The Lord of the Rings: Gollum,PlayStation 4,4.0,Action,2023,5,0.581,0.355,7.387
The Lord of the Rings: Gollum,PC,4.0,Action,2023,5,0.581,0.243,7.019
The Lord of the Rings: Gollum,Xbox One,4.0,Action,2023,5,0.581,0.349,7.329
Warhammer 40K: Boltgun,PlayStation 5,7.0,PlayStation 4,2023,5,1.033,0.069,6.3
Warhammer 40K: Boltgun,PC,7.0,PlayStation 4,2023,5,1.033,0.006,6.792
Warhammer 40K: Boltgun,PlayStation 4,7.0,PlayStation 4,2023,5,1.033,0.027,6.893
After Us,Xbox Series X|S,5.0,PC,2023,5,0.68,0.118,7.513
Star Trek Resurgence,PlayStation 4,7.0,Sci-Fi,2023,5,1.136,0.005,5.6
Star Trek Resurgence,PC,7.0,Sci-Fi,2023,5,1.136,0.001,6.8
LEGO 2K Drive,PC,8.0,Racing,2023,5,1.173,0.06,7.141
LEGO 2K Drive,PlayStation 4,8.0,Racing,2023,5,1.173,0.052,7.489
LEGO 2K Drive,PlayStation 5,8.0,Racing,2023,5,1.173,0.042,6.667
LEGO 2K Drive,Xbox One,8.0,Racing,2023,5,1.173,0.068,7.754
Humanity,PC,9.0,Puzzle,2023,5,1.264,0.028,7.075
Humanity,PlayStation 4,9.0,Puzzle,2023,5,1.264,0.017,7.788
Darkest Dungeon II,PC,8.0,RPG,2024,7,1.059,0.092,7.66
Darkest Dungeon II,PlayStation 4,8.0,RPG,2024,7,1.059,0.096,7.513
Honkai: Star Rail,PC,9.0,iPhone,2023,10,1.088,0.001,8.333
Honkai: Star Rail,Android,9.0,iPhone,2023,10,1.088,0.058,7.94
The Last Case of Benedict Fox,Xbox One,6.0,Adventure,2023,4,0.853,0.137,7.326
The Last Case of Benedict Fox,PC,6.0,Adventure,2023,4,0.853,0.119,7.203
Redfall,PC,4.0,Action,2023,5,0.581,0.243,7.019
Stray Blade,PC,5.0,Action,2023,4,0.726,0.243,7.019
Stray Blade,PlayStation 5,5.0,Action,2023,4,0.726,0.396,7.118
Age of Wonders 4,PC,8.0,PC,2023,5,1.089,0.009,7.247
Star Wars Jedi: Survivor,PC,9.0,Action,2023,4,1.307,0.243,7.019
Star Wars Jedi: Survivor,PlayStation 5,9.0,Action,2023,4,1.307,0.396,7.118
Tron: Identity,PC,7.0,Adventure,2023,4,0.996,0.119,7.203
Dredge,Xbox One,8.0,Adventure,2023,3,1.138,0.137,7.326
Dredge,PC,8.0,Adventure,2023,3,1.138,0.119,7.203
Dredge,PlayStation 4,8.0,Adventure,2023,3,1.138,0.142,7.386
Dredge,Xbox Series X|S,8.0,Adventure,2023,3,1.138,0.126,7.025
Disney Speedstorm,PlayStation 4,5.0,Racing,2023,4,0.733,0.052,7.489
Disney Speedstorm,PC,5.0,Racing,2023,4,0.733,0.06,7.141
Disney Speedstorm,PlayStation 5,5.0,Racing,2023,4,0.733,0.042,6.667
Disney Speedstorm,Xbox One,5.0,Racing,2023,4,0.733,0.068,7.754
The Mageseeker,PlayStation 5,7.0,Action,2023,4,1.017,0.396,7.118
The Mageseeker,PC,7.0,Action,2023,4,1.017,0.243,7.019
Dead Island 2,Xbox One,7.0,Action,2023,4,1.017,0.349,7.329
Dead Island 2,PlayStation 4,7.0,Action,2023,4,1.017,0.355,7.387
Dead Island 2,PC,7.0,Action,2023,4,1.017,0.243,7.019
Minecraft Legends,Nintendo Switch,7.0,Action,2023,4,1.017,0.356,7.881
Minecraft Legends,PC,7.0,Action,2023,4,1.017,0.243,7.019
Minecraft Legends,Xbox One,7.0,Action,2023,4,1.017,0.349,7.329
Minecraft Legends,PlayStation 4,7.0,Action,2023,4,1.017,0.355,7.387
Sherlock Holmes: The Awakened,Xbox One,5.0,Adventure,2023,4,0.711,0.137,7.326
Sherlock Holmes: The Awakened,PlayStation 4,5.0,Adventure,2023,4,0.711,0.142,7.386
Sherlock Holmes: The Awakened,Nintendo Switch,5.0,Adventure,2023,4,0.711,0.169,6.9
Sherlock Holmes: The Awakened,PC,5.0,Adventure,2023,4,0.711,0.119,7.203
Mighty DOOM,iPhone,5.0,iPhone,2023,3,0.604,0.009,7.262
Crime Boss,PC,4.0,Action,2023,6,0.581,0.243,7.019
Crime Boss,Xbox Series X|S,4.0,Action,2023,6,0.581,0.402,6.639
Meet Your Maker,Xbox One,8.0,PlayStation 4,2023,4,1.18,0.022,6.811
Meet Your Maker,PC,8.0,PlayStation 4,2023,4,1.18,0.006,6.792
Ravenbound,PC,5.0,Action,2023,3,0.726,0.243,7.019
MLB The Show 23,Xbox Series X|S,9.0,Sports,2023,3,1.279,0.039,7.6
MLB The Show 23,PlayStation 4,9.0,Sports,2023,3,1.279,0.075,7.304
MLB The Show 23,Xbox One,9.0,Sports,2023,3,1.279,0.079,7.071
Forza Horizon 5: Rally Adventure,Xbox One,8.0,Racing,2023,3,1.173,0.068,7.754
Forza Horizon 5: Rally Adventure,PC,8.0,Racing,2023,3,1.173,0.06,7.141
The Walking Dead: Saints and Sinners 2: Retribution,PC,7.0,Action,2023,3,1.017,0.243,7.019
The Walking Dead: Saints and Sinners 2: Retribution,PlayStation 4,7.0,Action,2023,3,1.017,0.355,7.387
Have a Nice Death,PC,8.0,Action,2023,12,1.162,0.243,7.019
Have a Nice Death,PlayStation 4,8.0,Action,2023,12,1.162,0.355,7.387
Have a Nice Death,PlayStation 5,8.0,Action,2023,12,1.162,0.396,7.118
Have a Nice Death,Xbox One,8.0,Action,2023,12,1.162,0.349,7.329
WWE 2K23,PC,8.0,Wrestling,2023,3,1.144,0.002,6.543
WWE 2K23,PlayStation 4,8.0,Wrestling,2023,3,1.144,0.008,7.1
WWE 2K23,Xbox One,8.0,Wrestling,2023,3,1.144,0.009,7.1
Resident Evil 4,PC,10.0,Action,2023,12,1.452,0.243,7.019
Resident Evil 4,PlayStation 4,10.0,Action,2023,12,1.452,0.355,7.387
Resident Evil 4,Xbox Series X|S,10.0,Action,2023,12,1.452,0.402,6.639
Resident Evil 4,iPad,10.0,Action,2023,12,1.452,0.246,7.037
Resident Evil 4,Macintosh,10.0,Action,2023,12,1.452,0.226,7.661
Destiny 2: Lightfall,PlayStation 4,6.0,Action,2023,2,0.871,0.355,7.387
Destiny 2: Lightfall,Xbox One,6.0,Action,2023,2,0.871,0.349,7.329
Destiny 2: Lightfall,PC,6.0,Action,2023,2,0.871,0.243,7.019
Destiny 2: Lightfall,PlayStation 5,6.0,Action,2023,2,0.871,0.396,7.118
Dead Cells: Return to Castlevania,PC,10.0,Action,2023,3,1.452,0.243,7.019
Dead Cells: Return to Castlevania,Nintendo Switch,10.0,Action,2023,3,1.452,0.356,7.881
Dead Cells: Return to Castlevania,Xbox One,10.0,Action,2023,3,1.452,0.349,7.329
Dead Cells: Return to Castlevania,PlayStation 4,10.0,Action,2023,3,1.452,0.355,7.387
Sons of the Forest,PC,8.0,Adventure,2023,2,1.138,0.119,7.203
Wo Long,PC,8.0,Action,2023,3,1.162,0.243,7.019
Wo Long,PlayStation 4,8.0,Action,2023,3,1.162,0.355,7.387
Wo Long,Xbox One,8.0,Action,2023,3,1.162,0.349,7.329
Scars Above,PC,5.0,Action,2023,2,0.726,0.243,7.019
Scars Above,Xbox One,5.0,Action,2023,2,0.726,0.349,7.329
Scars Above,PlayStation 5,5.0,Action,2023,2,0.726,0.396,7.118
Scars Above,PlayStation 4,5.0,Action,2023,2,0.726,0.355,7.387
Company of Heroes 3,Xbox Series X|S,8.0,SEGA,2023,5,1.044,0.031,7.25
Company of Heroes 3,Xbox Series X|S,6.0,SEGA,2023,5,0.783,0.031,7.25
Atomic Heart,PC,8.0,PlayStation 4,2023,2,1.18,0.006,6.792
Atomic Heart,PlayStation 4,8.0,PlayStation 4,2023,2,1.18,0.027,6.893
Atomic Heart,Xbox Series X|S,8.0,PlayStation 4,2023,2,1.18,0.047,6.5
Octopath Traveler 2,PC,7.0,RPG,2024,6,0.927,0.092,7.66
Octopath Traveler 2,Nintendo Switch,7.0,RPG,2024,6,0.927,0.153,7.111
Octopath Traveler 2,PlayStation 4,7.0,RPG,2024,6,0.927,0.096,7.513
Octopath Traveler 2,Xbox One,7.0,RPG,2024,6,0.927,0.085,7.584
Like a Dragon: Ishin!,PC,7.0,Action,2023,2,1.017,0.243,7.019
Like a Dragon: Ishin!,PlayStation 4,7.0,Action,2023,2,1.017,0.355,7.387
Like a Dragon: Ishin!,Xbox One,7.0,Action,2023,2,1.017,0.349,7.329
Star Wars: Galaxy's Edge VR,PlayStation 5,7.0,Action,2023,2,1.017,0.396,7.118
Wild Hearts,PC,8.0,Action,2023,2,1.162,0.243,7.019
Wild Hearts,PlayStation 5,8.0,Action,2023,2,1.162,0.396,7.118
PS VR2,Hardware,9.0,Hardware,2023,2,0.989,1.0,9.0
Theatrhythm: Final Bar Line,PlayStation 4,9.0,Music,2023,2,1.293,0.009,7.356
Wanted: Dead,Xbox One,4.0,Action,2023,2,0.581,0.349,7.329
Wanted: Dead,PlayStation 4,4.0,Action,2023,2,0.581,0.355,7.387
Wanted: Dead,PC,4.0,Action,2023,2,0.581,0.243,7.019
Wanted: Dead,Xbox Series X|S,4.0,Action,2023,2,0.581,0.402,6.639
Deliver Us Mars,PC,6.0,Adventure,2023,2,0.853,0.119,7.203
Deliver Us Mars,Xbox One,6.0,Adventure,2023,2,0.853,0.137,7.326
Deliver Us Mars,PlayStation 4,6.0,Adventure,2023,2,0.853,0.142,7.386
Deliver Us Mars,Xbox Series X|S,6.0,Adventure,2023,2,0.853,0.126,7.025
The Last of Us,SteamOS,9.0,Action,2021,11,1.307,0.5,9.0
Sharper,On-Demand,5.0,Theater,2023,2,1.0,0.167,5.0
Hogwarts Legacy,PC,9.0,Action,2023,11,1.307,0.243,7.019
Hogwarts Legacy,PlayStation 4,9.0,Action,2023,11,1.307,0.355,7.387
Hogwarts Legacy,Xbox One,9.0,Action,2023,11,1.307,0.349,7.329
Hi-Fi Rush,PC,9.0,Music,2024,3,1.293,0.005,6.535
Hi-Fi Rush,PlayStation 5,9.0,Music,2024,3,1.293,0.021,8.0
SpongeBob SquarePants: Cosmic Shake,Xbox One,5.0,Action,2023,10,0.726,0.349,7.329
SpongeBob SquarePants: Cosmic Shake,PlayStation 4,5.0,Action,2023,10,0.726,0.355,7.387
SpongeBob SquarePants: Cosmic Shake,PC,5.0,Action,2023,10,0.726,0.243,7.019
SpongeBob SquarePants: Cosmic Shake,Xbox Series X|S,5.0,Action,2023,10,0.726,0.402,6.639
Dead Space,PC,9.0,Horror,2023,1,1.343,0.0,7.0
Forspoken,PC,6.0,Action,2023,1,0.871,0.243,7.019
One Piece Odyssey,PlayStation 4,7.0,Bandai Namco Games,2024,7,1.022,0.005,6.96
World of Warcraft: Dragonflight,PC,7.0,RPG,2022,11,0.927,0.092,7.66
World of Warcraft: Dragonflight,Macintosh,7.0,RPG,2022,11,0.927,0.073,8.32
High on Life,PlayStation 4,8.0,PC,2023,7,1.089,0.045,7.404
The Walking Dead: Saints and Sinners 2: Retribution,PC,6.0,Action,2023,3,0.871,0.243,7.019
The Walking Dead: Saints and Sinners 2: Retribution,PlayStation 4,6.0,Action,2023,3,0.871,0.355,7.387
Dragon Quest Treasures,PC,7.0,RPG,2023,7,0.927,0.092,7.66
River City Girls 2,PlayStation 4,8.0,Action,2022,12,1.162,0.355,7.387
River City Girls 2,Xbox Series X|S,8.0,Action,2022,12,1.162,0.402,6.639
River City Girls 2,PC,8.0,Action,2022,12,1.162,0.243,7.019
River City Girls 2,Xbox One,8.0,Action,2022,12,1.162,0.349,7.329
Call of Duty: Warzone 2.0,PlayStation 4,8.0,PlayStation 4,2022,11,1.18,0.027,6.893
Call of Duty: Warzone 2.0,Xbox One,8.0,PlayStation 4,2022,11,1.18,0.022,6.811
Choo-Choo Charles,PC,4.0,Action,2024,1,0.581,0.243,7.019
Choo-Choo Charles,Xbox Series X|S,4.0,Action,2024,1,0.581,0.402,6.639
Choo-Choo Charles,PlayStation 4,4.0,Action,2024,1,0.581,0.355,7.387
Choo-Choo Charles,Xbox One,4.0,Action,2024,1,0.581,0.349,7.329
NFS Unbound,PC,7.0,Racing,2022,12,1.027,0.06,7.141
Crisis Core: Final Fantasy 7 Reunion,Xbox One,8.0,Action,2022,12,1.162,0.349,7.329
Crisis Core: Final Fantasy 7 Reunion,PlayStation 5,8.0,Action,2022,12,1.162,0.396,7.118
Crisis Core: Final Fantasy 7 Reunion,PlayStation 4,8.0,Action,2022,12,1.162,0.355,7.387
Crisis Core: Final Fantasy 7 Reunion,PC,8.0,Action,2022,12,1.162,0.243,7.019
Dwarf Fortress,PC,10.0,Adventure,2006,8,1.422,0.119,7.203
Dwarf Fortress,Linux,10.0,Adventure,2006,8,1.422,0.474,8.122
Dwarf Fortress,Macintosh,10.0,Adventure,2006,8,1.422,0.19,8.077
Far Cry 6: Lost Between Worlds,Xbox One,7.0,Ubisoft,2022,12,0.985,0.032,6.961
Far Cry 6: Lost Between Worlds,PlayStation 4,7.0,Ubisoft,2022,12,0.985,0.025,7.096
The Callisto Protocol,Xbox One,7.0,Action,2022,12,1.017,0.349,7.329
The Callisto Protocol,PC,7.0,Action,2022,12,1.017,0.243,7.019
The Callisto Protocol,PlayStation 4,7.0,Action,2022,12,1.017,0.355,7.387
Midnight Suns,PlayStation 5,8.0,RPG,2023,5,1.059,0.076,7.473
Midnight Suns,PC,8.0,RPG,2023,5,1.059,0.092,7.66
Midnight Suns,Xbox One,8.0,RPG,2023,5,1.059,0.085,7.584
Midnight Suns,PlayStation 4,8.0,RPG,2023,5,1.059,0.096,7.513
Warhammer 40K: Darktide,PC,8.0,Action,2023,10,1.162,0.243,7.019
Gungrave GORE,PlayStation 4,6.0,Action,2023,10,0.871,0.355,7.387
Gungrave GORE,Xbox One,6.0,Action,2023,10,0.871,0.349,7.329
Gungrave GORE,PlayStation 5,6.0,Action,2023,10,0.871,0.396,7.118
Gungrave GORE,PC,6.0,Action,2023,10,0.871,0.243,7.019
Evil West,PC,7.0,Action,2022,11,1.017,0.243,7.019
Evil West,Xbox One,7.0,Action,2022,11,1.017,0.349,7.329
Evil West,PlayStation 4,7.0,Action,2022,11,1.017,0.355,7.387
 The Dark Pictures: The Devil In Me,Xbox One,5.0,Adventure,2022,11,0.711,0.137,7.326
 The Dark Pictures: The Devil In Me,PC,5.0,Adventure,2022,11,0.711,0.119,7.203
 The Dark Pictures: The Devil In Me,PlayStation 4,5.0,Adventure,2022,11,0.711,0.142,7.386
Atari 50,PlayStation 5,9.0,Adventure,2022,11,1.28,0.132,8.121
Atari 50,PlayStation 4,9.0,Adventure,2022,11,1.28,0.142,7.386
Atari 50,Xbox One,9.0,Adventure,2022,11,1.28,0.137,7.326
Atari 50,PC,9.0,Adventure,2022,11,1.28,0.119,7.203
Goat Simulator 3,Xbox One,8.0,Action,2022,11,1.162,0.349,7.329
Goat Simulator 3,PC,8.0,Action,2022,11,1.162,0.243,7.019
Goat Simulator 3,PlayStation 4,8.0,Action,2022,11,1.162,0.355,7.387
Somerville,Xbox One,7.0,Action,2023,8,1.017,0.349,7.329
Somerville,PC,7.0,Action,2023,8,1.017,0.243,7.019
Somerville,PlayStation 5,7.0,Action,2023,8,1.017,0.396,7.118
Somerville,PlayStation 4,7.0,Action,2023,8,1.017,0.355,7.387
Pentiment,PC,10.0,Adventure,2024,2,1.422,0.119,7.203
Pentiment,Xbox One,10.0,Adventure,2024,2,1.422,0.137,7.326
Pentiment,PlayStation 5,10.0,Adventure,2024,2,1.422,0.132,8.121
Pentiment,PlayStation 4,10.0,Adventure,2024,2,1.422,0.142,7.386
Vampire Survivors,Xbox One,8.0,Action,2024,9,1.162,0.349,7.329
Vampire Survivors,Android,8.0,Action,2024,9,1.162,0.372,7.159
Vampire Survivors,iPhone,8.0,Action,2024,9,1.162,0.269,6.986
Vampire Survivors,PlayStation 5,8.0,Action,2024,9,1.162,0.396,7.118
Vampire Survivors,PlayStation 4,8.0,Action,2024,9,1.162,0.355,7.387
Sonic Frontiers,PlayStation 4,7.0,SEGA,2022,11,0.913,0.009,7.689
Sonic Frontiers,PlayStation 5,7.0,SEGA,2022,11,0.913,0.014,7.0
Sonic Frontiers,PC,7.0,SEGA,2022,11,0.913,0.002,7.743
Marvel Snap,iPhone,8.0,iPhone,2023,8,0.967,0.009,7.262
Marvel Snap,PC,8.0,iPhone,2023,8,0.967,0.001,8.333
The Entropy Centre,Xbox Series X|S,7.0,Action,2023,7,1.017,0.402,6.639
The Entropy Centre,Xbox One,7.0,Action,2023,7,1.017,0.349,7.329
The Entropy Centre,PC,7.0,Action,2023,7,1.017,0.243,7.019
The Entropy Centre,PlayStation 4,7.0,Action,2023,7,1.017,0.355,7.387
Resident Evil VIllage,Xbox One,6.0,Action,2023,10,0.871,0.349,7.329
Resident Evil VIllage,Stadia,6.0,Action,2023,10,0.871,0.4,7.76
Resident Evil VIllage,PC,6.0,Action,2023,10,0.871,0.243,7.019
Resident Evil VIllage,PlayStation 4,6.0,Action,2023,10,0.871,0.355,7.387
Resident Evil VIllage,Macintosh,6.0,Action,2023,10,0.871,0.226,7.661
Resident Evil VIllage,iPhone 15 Pro,6.0,Action,2023,10,0.871,1.0,6.0
Resident Evil VIllage,iPad,6.0,Action,2023,10,0.871,0.246,7.037
Resident Evil ReVerse,Xbox One,5.0,Action,2022,10,0.726,0.349,7.329
Resident Evil ReVerse,PC,5.0,Action,2022,10,0.726,0.243,7.019
Resident Evil ReVerse,PlayStation 4,5.0,Action,2022,10,0.726,0.355,7.387
Resident Evil ReVerse,Xbox Series X|S,5.0,Action,2022,10,0.726,0.402,6.639
God of War: Ragnarok,PlayStation 4,10.0,Action,2022,11,1.452,0.355,7.387
WRC Generations,Xbox One,8.0,Racing,2022,12,1.173,0.068,7.754
WRC Generations,PC,8.0,Racing,2022,12,1.173,0.06,7.141
WRC Generations,PlayStation 4,8.0,Racing,2022,12,1.173,0.052,7.489
WRC Generations,Nintendo Switch,8.0,Racing,2022,12,1.173,0.051,7.333
Call of Duty: Modern Warfare II,PlayStation 5,8.0,PlayStation 4,2022,10,1.18,0.069,6.3
Call of Duty: Modern Warfare II,PlayStation 4,8.0,PlayStation 4,2022,10,1.18,0.027,6.893
Call of Duty: Modern Warfare II,PC,8.0,PlayStation 4,2022,10,1.18,0.006,6.792
Mount & Blade II,Xbox Series X|S,6.0,Number Of Players,2022,10,0.938,0.008,6.0
Mount & Blade II,Xbox One,6.0,Number Of Players,2022,10,0.938,0.001,6.0
Mount & Blade II,PlayStation 4,6.0,Number Of Players,2022,10,0.938,0.002,6.5
The Valiant,PlayStation 4,6.0,PlayStation 4,2023,7,0.885,0.027,6.893
The Valiant,Xbox One,6.0,PlayStation 4,2023,7,0.885,0.022,6.811
Star Ocean: The Divine Force,Xbox One,7.0,RPG,2022,10,0.927,0.085,7.584
Star Ocean: The Divine Force,PC,7.0,RPG,2022,10,0.927,0.092,7.66
Star Ocean: The Divine Force,PlayStation 5,7.0,RPG,2022,10,0.927,0.076,7.473
Star Ocean: The Divine Force,PlayStation 4,7.0,RPG,2022,10,0.927,0.096,7.513
Ghostbusters: Spirits Unleashed,PlayStation 4,6.0,Action,2022,10,0.871,0.355,7.387
Ghostbusters: Spirits Unleashed,Xbox One,6.0,Action,2022,10,0.871,0.349,7.329
Ghostbusters: Spirits Unleashed,PC,6.0,Action,2022,10,0.871,0.243,7.019
Call of Duty: Modern Warfare II,PlayStation 5,6.0,PlayStation 4,2022,10,0.885,0.069,6.3
Call of Duty: Modern Warfare II,PlayStation 4,6.0,PlayStation 4,2022,10,0.885,0.027,6.893
Call of Duty: Modern Warfare II,PC,6.0,PlayStation 4,2022,10,0.885,0.006,6.792
NHL 23,PlayStation 4,8.0,Sports,2022,10,1.137,0.075,7.304
NHL 23,Xbox One,8.0,Sports,2022,10,1.137,0.079,7.071
New Tales from the Borderlands,Xbox One,7.0,Adventure,2022,10,0.996,0.137,7.326
New Tales from the Borderlands,PlayStation 4,7.0,Adventure,2022,10,0.996,0.142,7.386
New Tales from the Borderlands,PC,7.0,Adventure,2022,10,0.996,0.119,7.203
Gotham Knights,Xbox Series X|S,5.0,Action,2022,10,0.726,0.402,6.639
Gotham Knights,PC,5.0,Action,2022,10,0.726,0.243,7.019
Dragon Ball: The Breakers,Xbox Series X|S,5.0,Action,2022,10,0.726,0.402,6.639
Dragon Ball: The Breakers,Xbox One,5.0,Action,2022,10,0.726,0.349,7.329
Dragon Ball: The Breakers,PlayStation 4,5.0,Action,2022,10,0.726,0.355,7.387
Dragon Ball: The Breakers,PC,5.0,Action,2022,10,0.726,0.243,7.019
The Last Hero of Nostalgaia,PC,7.0,Action,2023,6,1.017,0.243,7.019
The Last Hero of Nostalgaia,Xbox One,7.0,Action,2023,6,1.017,0.349,7.329
The Last Hero of Nostalgaia,PlayStation 5,7.0,Action,2023,6,1.017,0.396,7.118
A Plague Tale: Requiem,PlayStation 5,8.0,Adventure,2022,10,1.138,0.132,8.121
A Plague Tale: Requiem,PC,8.0,Adventure,2022,10,1.138,0.119,7.203
PGA Tour 2K23,PlayStation 4,6.0,Sports,2022,10,0.853,0.075,7.304
PGA Tour 2K23,Xbox Series X|S,6.0,Sports,2022,10,0.853,0.039,7.6
PGA Tour 2K23,Xbox One,6.0,Sports,2022,10,0.853,0.079,7.071
PGA Tour 2K23,PC,6.0,Sports,2022,10,0.853,0.053,7.0
Scorn,PC,7.0,Adventure,2023,10,0.996,0.119,7.203
Scorn,PlayStation 5,7.0,Adventure,2023,10,0.996,0.132,8.121
Moonbreaker,Macintosh,7.0,PC,2022,9,0.953,0.036,7.54
Lego Bricktales,Xbox One,7.0,Adventure,2023,12,0.996,0.137,7.326
Lego Bricktales,Nintendo Switch,7.0,Adventure,2023,12,0.996,0.169,6.9
Lego Bricktales,PlayStation 4,7.0,Adventure,2023,12,0.996,0.142,7.386
Lego Bricktales,PC,7.0,Adventure,2023,12,0.996,0.119,7.203
Lego Bricktales,Android,7.0,Adventure,2023,12,0.996,0.093,7.45
Lego Bricktales,iPad,7.0,Adventure,2023,12,0.996,0.189,8.013
