title,platform,score,genre,release_year,release_month
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
The Walking Dead,Print,7.4,Skybound,2019,7
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Spider-Man,PlayStation 4,8.7,Action,2020,11
Divinity: Original Sin 2,PC,9.6,RPG,2021,5
Divinity: Original Sin 2,PlayStation 4,9.6,RPG,2021,5
Divinity: Original Sin 2,Xbox One,9.6,RPG,2021,5
Divinity: Original Sin 2,iPad,9.6,RPG,2021,5
Far Cry 5: Dead Living Zombies,PlayStation 4,6.8,Ubisoft,2018,8
Far Cry 5: Dead Living Zombies,PC,6.8,Ubisoft,2018,8
The Messenger,PlayStation 4,8,PC,2019,3
Dragon Quest XI,PlayStation 4,8.8,RPG,2021,3
Dragon Quest XI,PC,8.8,RPG,2021,3
Dragon Quest XI,Xbox One,8.8,RPG,2021,3
Dragon Quest XI,Stadia,8.8,RPG,2021,3
Dragon Quest XI,Nintendo 3DS,8.8,RPG,2021,3
PES 2019,Xbox One,8.2,Sports,2018,8
PES 2019,PlayStation 4,8.2,Sports,2018,8
PES 2019,PC,8.2,Sports,2018,8
Strange Brigade,Xbox One,7.5,Action,2021,6
Strange Brigade,PlayStation 4,7.5,Action,2021,6
Strange Brigade,PC,7.5,Action,2021,6
Strange Brigade,Nintendo Switch,7.5,Action,2021,6
Donut County,PC,7.8,Action,2020,12
Donut County,PlayStation 4,7.8,Action,2020,12
Donut County,iPhone,7.8,Action,2020,12
Donut County,Macintosh,7.8,Action,2020,12
Donut County,Xbox One,7.8,Action,2020,12
Donut County,Android,7.8,Action,2020,12
World of Warcraft: Battle for Azeroth,PC,8,RPG,2018,9
InnerSpace,Xbox One,6,Action,2018,1
InnerSpace,PC,6,Action,2018,1
InnerSpace,PlayStation 4,6,Action,2018,1
Death's Gambit,PlayStation 4,6.7,Action,2021,9
Death's Gambit,PC,6.7,Action,2021,9
Death's Gambit,Xbox One,6.7,Action,2021,9
F1 2018,PlayStation 4,8.5,Racing,2018,8
F1 2018,Xbox One,8.5,Racing,2018,8
F1 2018,PC,8.5,Racing,2018,8
Little Dragons Cafe,PlayStation 4,6.4,Simulation,2018,8
Yakuza Kiwami 2,PlayStation 4,8,Action,2020,7
Yakuza Kiwami 2,PC,8,Action,2020,7
Yakuza Kiwami 2,Xbox One,8,Action,2020,7
Path of Exile,PC,7.6,Action,2019,3
Path of Exile,Xbox One,7.6,Action,2019,3
Path of Exile,PlayStation 4,7.6,Action,2019,3
Venom,Print,8.9,Marvel Comics,2019,11
Venom,Print,8.9,Marvel Comics,2019,11
Guacamelee 2,PlayStation 4,9.3,Action,2019,1
Guacamelee 2,PC,9.3,Action,2019,1
Guacamelee 2,Xbox One,9.3,Action,2019,1
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Batman,Print,9.5,DC Comics,2020,3
Phantom Doctrine,PlayStation 4,7.4,PC,2018,8
Phantom Doctrine,Xbox One,7.4,PC,2018,8
We Happy Few,PC,7.3,Action,2018,8
We Happy Few,PlayStation 4,7.3,Action,2018,8
We Happy Few,Xbox One,7.3,Action,2018,8
The Walking Dead: The Final Season -- Episode 1,Xbox One,6.5,Adventure,2018,8
The Walking Dead: The Final Season -- Episode 1,PlayStation 4,6.5,Adventure,2018,8
The Walking Dead: The Final Season -- Episode 1,PC,6.5,Adventure,2018,8
Dead Cells,PC,9.5,Action,2020,6
Dead Cells,Xbox One,9.5,Action,2020,6
Dead Cells,PlayStation 4,9.5,Action,2020,6
Dead Cells,iPhone,9.5,Action,2020,6
Dead Cells,Android,9.5,Action,2020,6
BlacKkKlansman,Blu-ray,9.5,Drama,2018,11
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.8,Marvel Comics,2020,3
Flipping Death,Xbox One,8,Adventure,2018,8
Flipping Death,PlayStation 4,8,Adventure,2018,8
Stardew Valley,PC,9.5,RPG,2023,6
Stardew Valley,PlayStation 4,9.5,RPG,2023,6
Stardew Valley,Xbox One,9.5,RPG,2023,6
Stardew Valley,PlayStation Vita,9.5,RPG,2023,6
Stardew Valley,iPad,9.5,RPG,2023,6
Stardew Valley,iPod,9.5,RPG,2023,6
Stardew Valley,iPhone,9.5,RPG,2023,6
Stardew Valley,Wii U,9.5,RPG,2023,6
Monster Hunter World,Xbox One,9.5,Action,2018,8
Monster Hunter World,PlayStation 4,9.5,Action,2018,8
Monster Hunter World,PC,9.5,Action,2018,8
Overcooked 2,PC,8.5,Party,2018,8
Overcooked 2,PlayStation 4,8.5,Party,2018,8
Overcooked 2,Xbox One,8.5,Party,2018,8
Madden 19,Xbox One,8.9,Sports,2018,8
Madden 19,PlayStation 4,8.9,Sports,2018,8
Madden 19,PC,8.9,Sports,2018,8
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
The Walking Dead,Print,6.1,Skybound,2019,7
Salt and Sanctuary,PlayStation 4,8.6,Action,2018,8
Salt and Sanctuary,PC,8.6,Action,2018,8
Salt and Sanctuary,PlayStation Vita,8.6,Action,2018,8
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Batman,Print,8.7,DC Comics,2020,3
Chasm,PlayStation 4,7,Action,2018,11
Chasm,PC,7,Action,2018,11
Chasm,PlayStation Vita,7,Action,2018,11
Chasm,Xbox One,7,Action,2018,11
No Man's Sky,PlayStation 4,7,Action,2023,6
No Man's Sky,PC,7,Action,2023,6
No Man's Sky,PC,7,Action,2023,6
No Man's Sky,PlayStation 4,7,Action,2023,6
No Man's Sky,Xbox One,7,Action,2023,6
No Man's Sky,PlayStation 5,7,Action,2023,6
No Man's Sky,Macintosh,7,Action,2023,6
Marvel Powers United,PC,6.7,Action,2018,7
The Banner Saga 3,Xbox One,8.3,PC,2018,7
The Banner Saga 3,PC,8.3,PC,2018,7
Mega Man X Legacy Collection 1 & 2,PC,6,Action,2018,7
Mega Man X Legacy Collection 1 & 2,Xbox One,6,Action,2018,7
Mega Man X Legacy Collection 1 & 2,PlayStation 4,6,Action,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Action Comic,Print,9,DC Comics,2018,7
Halo: Fireteam Raven,Arcade,7.3,Shooter,2018,7
Mega Man X Legacy Collection 1,Xbox One,9,Action,2018,7
Mega Man X Legacy Collection 1,PlayStation 4,9,Action,2018,7
Mega Man X Legacy Collection 1,PC,9,Action,2018,7
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Batman,Print,8.5,DC Comics,2020,3
Adventure Time: Pirates of the Enchiridion,PlayStation 4,5.8,Adventure,2022,3
Adventure Time: Pirates of the Enchiridion,Xbox One,5.8,Adventure,2022,3
Adventure Time: Pirates of the Enchiridion,PC,5.8,Adventure,2022,3
Far Cry 5: Lost on Mars,PC,5.5,Ubisoft,2018,7
Far Cry 5: Lost on Mars,Xbox One,5.5,Ubisoft,2018,7
The Culling 2,PC,2,PC,2018,7
The Culling 2,PlayStation 4,2,PC,2018,7
Danger Zone 2,PC,8.2,Action,2018,7
Danger Zone 2,PlayStation 4,8.2,Action,2018,7
Danger Zone 2,Xbox One,8.2,Action,2018,7
EarthFall,Xbox One,5.5,PC,2018,7
EarthFall,PC,5.5,PC,2018,7
Mission: Impossible - Fallout,Blu-ray,7.7,Action,2018,12
Octopath Traveler,PC,9.3,RPG,2021,3
Octopath Traveler,Xbox One,9.3,RPG,2021,3
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
The Flash,Print,7.7,DC Comics,2018,7
Realm Royale,PC,7.8,PC,2019,5
Realm Royale,Xbox One,7.8,PC,2019,5
Realm Royale,PlayStation 4,7.8,PC,2019,5
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
Captain Toad: Treasure Tracker,Wii U,8.7,Puzzle,2018,7
Captain Toad: Treasure Tracker,Nintendo 3DS,8.7,Puzzle,2018,7
Hotel Transylvania 3: Summer Vacation,DVD,7.6,Comedy,2018,10
Sonic Mania Plus,PlayStation 4,7,SEGA,2018,7
Sonic Mania Plus,Xbox One,7,SEGA,2018,7
Skyscraper,Blu-ray,8.1,Drama,2018,10
Pokemon Quest,iPhone,6,iPhone,2018,6
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Star Wars,Print,7.8,Marvel Comics,2019,7
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
Batman,Print,9.1,DC Comics,2020,3
